,user_id
944,1515915625453525760
945,1515915625446622208
946,1515915625450811904
947,1515915625453600256
948,1515915625442643200
949,1515915625453606912
950,1515915625443131392
951,1515915625449815040
952,1515915625453608960
953,1515915625453579264
954,1515915625453605120
955,1515915625453241856
956,1515915625445916160
957,1515915625453609216
958,1515915625443329280
959,1515915625453133312
960,1515915625453561600
961,1515915625453618688
962,1515915625453078528
963,1515915625443194368
964,1515915625453613824
965,1515915625453532160
966,1515915625453262336
967,1515915625443310592
968,1515915625443020288
969,1515915625453625600
970,1515915625453620480
971,1515915625449190400
972,1515915625453314048
973,1515915625445033984
974,1515915625443737856
975,1515915625444210944
976,1515915625453622784
977,1515915625446189056
978,1515915625453559040
979,1515915625453301760
980,1515915625453410560
981,1515915625453634048
982,1515915625445296640
983,1515915625449434112
984,1515915625453187584
985,1515915625453352448
986,1515915625453222144
987,1515915625452716800
988,1515915625453595136
989,1515915625445905408
990,1515915625453638656
991,1515915625453627136
992,1515915625453634304
993,1515915625453634560
994,1515915625453200640
995,1515915625453644288
996,1515915625443248896
997,1515915625453635072
998,1515915625452617984
999,1515915625453646080
1000,1515915625453649408
1001,1515915625448901632
1002,1515915625453645056
1003,1515915625441438464
1004,1515915625453632256
1005,1515915625453652736
1006,1515915625451121664
1007,1515915625453225984
1008,1515915625453636608
1009,1515915625453024768
1010,1515915625453657088
1011,1515915625453550080
1012,1515915625448421376
1013,1515915625443819008
1014,1515915625453663744
1015,1515915625446985984
1016,1515915625444283392
1017,1515915625453669120
1018,1515915625451055360
1019,1515915625447644672
1020,1515915625449911808
1021,1515915625453668864
1022,1515915625442233344
1023,1515915625453224448
1024,1515915625453668352
1025,1515915625453673216
1026,1515915625441153024
1027,1515915625453667584
1028,1515915625451975936
1029,1515915625453671680
1030,1515915625453677056
1031,1515915625453069824
1032,1515915625452929536
1033,1515915625445562368
1034,1515915625453611520
1035,1515915625442446080
1036,1515915625442551296
1037,1515915625453685760
1038,1515915625451190784
1039,1515915625453686016
1040,1515915625453123584
1041,1515915625451043584
1042,1515915625453680384
1043,1515915625452603904
1044,1515915625449943552
1045,1515915625453696000
1046,1515915625445268224
1047,1515915625441360384
1048,1515915625453656320
1049,1515915625448192256
1050,1515915625449738240
1051,1515915625453675520
1052,1515915625453692160
1053,1515915625453684480
1054,1515915625453705216
1055,1515915625453624576
1056,1515915625453705984
1057,1515915625453634816
1058,1515915625453717760
1059,1515915625453714944
1060,1515915625445942784
1061,1515915625453720064
1062,1515915625441914368
1063,1515915625449438208
1064,1515915625444238336
1065,1515915625441282304
1066,1515915625453703168
1067,1515915625453721856
1068,1515915625453286912
1069,1515915625453728000
1070,1515915625443684352
1071,1515915625445728000
1072,1515915625453399040
1073,1515915625451221760
1074,1515915625453723904
1075,1515915625453735680
1076,1515915625453662720
1077,1515915625445539584
1078,1515915625453576960
1079,1515915625451534336
1080,1515915625446268416
1081,1515915625452177920
1082,1515915625444497408
1083,1515915625453760512
1084,1515915625453762048
1085,1515915625453757184
1086,1515915625453764864
1087,1515915625445303808
1088,1515915625453628160
1089,1515915625453740800
1090,1515915625443058944
1091,1515915625444340480
1092,1515915625453615616
1093,1515915625453693952
1094,1515915625453774336
1095,1515915625453777664
1096,1515915625453786880
1097,1515915625446006784
1098,1515915625443094528
1099,1515915625453789696
1100,1515915625441001984
1101,1515915625453637632
1102,1515915625453797888
1103,1515915625482768640
1104,1515915625453169152
